f,1,wholesale,,
f,1,Chapn,,5
f,1,hiptop.t-mobile.com,,
f,1,MMS.Voicestream.com,,
f,1,Internet,,
f,1,wap.makeittuyo.com,,
t,1,t-mobile.internet,,
f,1,devopw@t-mobile.com,,
f,4,i3-atpcf000.voicestream.com,,
f,1,tmobile.internet.loadtest,,
f,1,Internet3.Voicestream.com,,
t,1,flexing.lab,,5
t,1,ota.bell.ca,8,
f,1,devpow.t-mobile.com,,
t,4,eng.voicestream.com,,
f,1,avis.wow.com,,
f,1,internet3.voicestream.com,,
t,1,Blackberry.net,,
f,1,ccatli2.t-mmobile.com,,
f,1,pcweb.t-mobile.com,,
f,4,grid.t-mobile.com,,5
f,1,alert1.t-mobile.com,,
t,1,blackberry.net,,
f,1,wap.voicestream.com,,
f,1,ccatli2.t-mmobile.com ,,
f,1,ALERT1.t-mobile.com,,
f,4,ccatli2.t-mobile.com,,
f,1,WAP.Voicestream.com,,
f,1,alarm.t-mobile.com,,
f,4,c1.korem2m.com,,5
f,1,c2.korem2m.com,,5
f,4,simple,,5
f,1,pcweb.metropcs.com,,
f,4,m2m.t-mobile.com,,5
t,4,eng.voicestream.com,,5
f,1,mms.t-mobile.com,,
f,1,ccatli2.t-mobile,,
f,1,devpow.t-mobile.com,,5
f,4,EPC.TMOBILE3.COM,,
f,1,internet3.voicestream.com,,5
t,1,testone,,
t,,mms.t-d1.de,,
f,1,ccsnoi2.t-mobile.com,,
f,1,fast.tmobile.com,,5
t,1,t-mobile.internet,,5
f,1,devwap.t-mobile.com,,
f,1,pcweb.t-mobile.com,,5
t,1,blackberry.net,,5
f,1,pcweb-crpcf001.t-mobile.com,,
f,4,test20,,
f,1,alert1.t-mobile.com,,5
f,1,pcweb.metropcs.com,,5
t,2,wap.voicestream.com,,
f,1,alarm.t-mobile.com,,5
f,1,H2G2,,5
t,4,devpow.t-mobile.com,,
f,4,nova,,
f,3,apn,,
f,4,ccatli2.t-mobile.com,,5
f,1,wap.voicestream.com,,5
f,4,epc-dnpcf000.t-mobile.com,,
f,1,arbitron.t-mobile.com,,5
t,4,ims,,
f,4,fast.t-mobile.com,,5
f,4,mobiledata.t-mobile.com,,5
f,1,a1.diad.ups.com,,
f,1,ny2.gtech.com,,5
f,4,telargo.t-mobile.com,,5
f,4,ionx.t-mobile.com,,5
f,1,navigate.t-mobile.com,,
f,1,Airdesk,,
f,4,pcweb.tmobile.com,,5
f,2,ccatli2.t-mobile.com,,
f,1,geoduck,,5
t,2,wap.tmobile.com,2,
f,1,test13,,
f,1,gne,,
f,4,test18,,
f,1,ccatli.t-mobile.com,,
f,2,pcweb.metropcs.com,,
f,1,epc-nypcf001.t-mobile.com,,
t,2,Wap.Tmobile.com,2,1
t,1,tmobile.internet.loadtest,,
f,4,arbitron.t-mobile.com,,5
f,1,tmus.lab,,5
f,1,test11,,
f,1,roaming.lab,,
f,1,fast.metropcs.com,,5
f,4,epc-atpcf000.t-mobile.com ,,
f,1,MMS.voicesteam.com,,
f,4,EPC.TMOBILE.COM,,
f,1,devopw.tmobile.com,,5
f,1,aprivadisa.t-mobile.com,,
f,1,simple,,
f,1,pwg,,5
t,1,lab1.test.com,,5
f,4,epc.tmobile.com,,
f,1,test.lte.com,,
f,4,auto.t-mobile.com,,5
t,1,wap.voicestream.com,,
f,4,control.t-mobile.com,,5
t,1,eng.voicestream.com,,5
t,1,wap2.voicestream.com,,
f,1,ccatli2.t-mobile.com,,
f,1,connect.t-mobile.com,,5
f,1,ccatli2.t-mobile.com ,,
f,1,mobiledata.t-mobile.com,,
f,1,pcweb.tmobile.com,,
f,1,ccalti2.t-mobile.com,,
f,1,epc.t-mobile.com,,
f,4,a1.diad.ups.com,,
f,1,internet2.voicestream.com,,5
t,1,tmobile.internet,,5
f,1,AVL,,
t,4,fast.tmobile.net,,
f,4,*,,5
f,1,auto.t-mobile.com,,
f,4,pwg,,5
f,1,test7,,
f,1,epc.tmobile.com,,
t,1,ccatli2.t-mobile.com,,
f,1,EPC.TMOBILE.COM,,
t,,wap.debitel.de,,
t,1,eng.voicstream.com,,
f,1,ccatli2.t-mobile.com,,5
f,4,H2G2,,5
f,1,mobiledata.t-mobile.com,,5
f,4,ccsnqi2.t-mobile.com,,
t,1,tmobile.internet,,
t,1,wap.voicestream.com,,5
f,1,monitor.t-mobile.com,,
f,2,wap.voicestream.com,,
f,4,a1.diad.ups.com,,5
f,1,fedex.t-mobile.com,,
f,1,internet2.voicestream.com,,
f,1,Internet2.Voicestream.com,,
f,1,pcweb.TMObile.com,,5
f,4,alarm.t-mobile.com,,5
f,1,pcweb.tmobile.com,,5
f,1,ionx.t-mobile.com,,5
,,,,
f,4,testone.lab,,
t,1,eng.voicestream.com,,
f,2,internet2.voicestream.com,,
f,1,stgwap.voicestream.com,,
f,1,tmus,,
f,4,multibrand,,5
f,1,eng.voicestream.com,,
f,4,connect.t-mobile.com,,5
f,1,us.vodafone.com,,5
t,1,*,,5
f,1,eng.voicestream.com ,,
f,2,fast.metropcs.com,,
f,1,data.lycamobile.com,,5
f,1,Blackberry.net,,
f,4,test9,,
f,4,devopw.t-mobile.com,,
f,4,tmobile.internet,,5
f,1,blackberry.net,,
t,4,US.vodafone.com.lab,,5
f,1,internet2@voicestream.com,,
f,1,grid.t-mobile.com,,5
t,2,mms.voicestream.com,,
t,4,ccatli2.t-mobile.com,,
f,4,ims,,5
f,4,Slogic.t-mobile.com,,5
f,1,wen3.voicestream.com,,
t,2,hiptop.t-mobile.com,,
f,4,ccinternet2.t-mobile.com,,
f,1,mbb,,
f,1,alliance.t-mobile.com ,,
t,4,epc.tmobile.com,,5
f,1,alliance.t-mobile.com,,
f,4,sipcf002.apn001.lab,,5
t,1,pcweb.tmobile.com,,5
f,4,data.lycamobile.com,,5
f,1,Slogic.t-mobile.com,,5
f,4,devopw.tmobile.com,,5
t,3,monitor.t-mobile.com,,
f,1,mvno-atpcf000.t-mobile.com,,
f,4,epc-scpcf000.t-mobile.com,,
f,1,wap.tracfone,,5
f,2,devopw.t-mobile.com,,
f,1,opti2.t-mobile.com,,
f,4,orbcomm.t-mobile.com,,5
f,1,N,,
f,4,epc-seggsn14.t-mobile.com,,
f,4,test12,,
f,4,APNIPV6.TMO.COM,,
t,4,Chapn,,
f,4,tmus,,
t,1,devopw.t-mobile.com,,5
f,1,m2m.t-mobile.com,,
f,4,*,,
f,1,EPC.TMOBILE.COM,,5
f,1,auto.t-mobile.com,,5
f,4,i2-sepcf000.voicestream.com,,
f,1,elite.t-mobile.com,,
f,1,AVL,,5
f,1,epc.tmobile.com,,5
t,1,ccatli2.t-mobile.com,,5
f,1,Chapn-T,,
f,1,epc.TMObile.com,,5
f,1,chapn-T,,
f,4,ims,,
t,1,devopw.t-moible.com,,
f,1,blackberry.net,,5
f,4,wap.voicestream.com,,
f,4,devopw.t-mobile.com,,5
f,4,test14,,
t,4,ims.lab,,
f,4,tmobile.internet,,
f,2,epc.tmobile.com,,
f,1,wap.int.com,,
f,1,grid.t-mobile.com,,
f,1,alert.t-mobile.com,,5
t,1,*,4,5
f,1,multibrand,,
f,4,epc-chpcf002.t-mobile.com,,
t,1,ims,,5
f,2,eng.voicestream.com,,
f,2,tmobile.internet,,
f,1,epc-chpcf001.t-mobile.com,,
t,1,us.vodafone.com,,
t,1,tmobile2.internet,,5
f,1,a2.diad.ups.com,,5
f,1,eng.voicestrean.com,,
f,1,nova,,
f,1,fast.t-mobile.com,,5
f,1,*,,
f,1,wen1.voicestream.com,,
f,4,test16,,
f,4,devpow.t-mobile.com,,
t,4,H2G2,,
f,1,ccsngi2.t-mobile.com,,
f,1,web.omwtoday.com,,5
f,1,tm1nmrx,,5
t,1,mms.voicestream.com,,
f,1,m2mglobal,,
t,4,alarm.t-mobile.com,,
f,1,B2B.tmobile.com,,
t,1,MMS.voicestream.com,,
t,4,devopw.t-mobile.com,,5
f,4,fast.metropcs.com,,
f,1,epc-crpcf000.t-mobile.com,,
f,1,tmobile.internet,,5
f,1,roam,,
f,4,test.qos.com,,
f,4,test17,,
f,4,mms.voicestream.com,,
f,4,gne,,5
t,1,fast.t-mobile.com,,5
t,1,fast.t-mobile.com ,,5
f,1,control.t-mobile.com,,
t,1,fast.metropcs.com,,5
f,1,simple-vgpcf017.t-mobile.com,,
f,1,solavei,,
t,1,US.vodafone.com.lab,,5
f,1,Devopw.t-mobile.com,,
f,1,ccsnqi2.t-mobile.com,,
t,1,internet2.voicestream.com,,5
f,4,test15,,
f,1,orbcomm.t-mobile.com,,5
f,1,pro.wtdata.com,,5
f,4,wholesale,,5
f,1,devopw.t-mobile.com,,
f,2,*,,
f,1,devopw.t-mobile.com ,,
f,1,ims,,
t,1,tmobile.internet,4,5
t,4,tmobile.internet,,5
f,4,alert.t-mobile.com,,5
f,1,Mobileinternet,,
f,2,fast.t-mobile.com,,
f,1,Slogic.t-mobile.com,,
t,1,flexing2.lab,,5
t,1,pcweb.tmobile.com,,
f,1,lab1.test.com,,
f,1,avl.t-mobile.com,,5
f,1,mbb,,5
f,1,stpwap.voicestream.com,,
f,1,fedexground1.t-mobile.com,,
f,4,web.omwtoday.com,,5
f,1,t-mobile.internet,,
f,2,internet3.voicestream.com,,
f,1,a11.diad.ups.com,,
f,4,eng.voicestream.com,,
f,1,wap.voicestream.t-mobile.com,,
f,1,telargo.t-mobile.com,,
f,4,epc-dapcf000.t-mobile.com,,
f,1,alpha,,5
f,1,wen.voicestream.com,,
t,1,epc.t-mobile.com,,
f,1,fbi.t-mobile.com,,
t,1,test.lte.com,,
f,4,fast.metropcs.com,,5
t,1,mms.voicestream.com,,5
f,1,iccatli2.t-mobile.com,,
f,1,test10,,
f,1,good.call,,
f,1,m2mGlobal,,5
f,4,a2.diad.ups.com,,5
t,4,devopw.t-mobile.com,,
f,1,fast.tmobile.internet,,
f,1,tmobile.internet,,
f,2,mms.voicestream.com,,
f,1,web.omwtoday.com,,
f,4,v-mobile.com,,
f,2,pcweb.tmobile.com,,
t,1,weng.voicestream.com,,5
f,1,service,,5
f,1,usps.t-mobile.com,,5
f,1,MMS,,
f,1,solavei,,5
f,4,geoduck,,5
f,4,wholesale,,
f,4,alpha,,5
f,4,chapn,,5
t,1,internet2.voicestream.com,,
t,4,tmobile.internet,,
f,1,devopw.t-mobile.com,,5
f,1,control.t-mobile.com,,5
f,4,test19,,
f,1,mms.voicestream,,
f,1,orbcomm.t-mobile.com,,
f,1,multibrand.lab,,
f,1,ims,,5
f,1,efunds.t-mobile.com,,
t,2,devopw.t-mobile.com,,
t,1,tmobile.internet,4,
f,4,Chapn,,5
f,1,wen2.voicestream.com,,
